OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
2640,073-0079, ,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2641,004-0145,0937-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2642,089-0007,0224-000,Volleyball de plage,Le Plateau-Mont-Royal,Récréatif
2643,073-0083,1648-286,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2644,003-0214,2662-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2645,021-0042,2564-000,Bocce,Montréal-Nord,Loisirs et détente
2646,076-0071, ,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2647,071-0043,9502-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2648,016-0017,0426-000,Balle,Ahuntsic-Cartierville,Sportif
2649,050-0025,0202-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
2650,004-0242,0151-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2651,032-0015,0110-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2652,032-0003,0024-000,Fer / Galet,Ahuntsic-Cartierville,Loisirs et détente
2653,005-0009,1102-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2654,012-0056,2857-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
2655,003-0361,0343-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2656,063-0008,9502-000,Quai,L'Île-Bizard-Sainte-Geneviève,Plein air
2657,052-0027,0411-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2658,089-0014,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2659,074-0025-76-S2,1083-000,Soccer sous-terrain à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2660,003-0371,0363-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2661,003-0016,2807-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2662,004-0199,2704-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2663,042-0031,2397-000,Jeux d'eau,Lachine,Récréatif
2664,003-0142,1090-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2665,005-0038,2858-000,Aire de jeu combiné,Saint-Léonard,Aire de jeu - enfant
2666,076-0065,1860-013,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2667,071-0013,9542-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2668,071-0063,2701-000,Sentier pédestre,Pierrefonds-Roxboro,Plein air
2669,053-0027,0126-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2670,003-0107,0010-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2671,049-0003, ,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2672,071-0061,0109-000,Sentier pédestre,Mercier-Hochelaga-Maisonneuve,Plein air
2673,005-0005,1087-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2674,016-0120,0704-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2675,089-0035,0391-000,Volleyball de plage,Ville-Marie,Récréatif
2676,031-0007,0401-000,Étang / lac,Villeray-Saint-Michel-Parc-Extension,Plein air
2677,042-0088,2442-000,Jeux d'eau,LaSalle,Récréatif
2678,049-0004,0047-000,Pastille - Basketball,Le Plateau-Mont-Royal,Récréatif
2679,095-0038,0198-000,Pétanque,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2680,003-0012,2803-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2681,009-0026,2368-000,Aire de pique-nique,L'Île-Bizard-Sainte-Geneviève,Plein air
2682,095-0083,0094-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2683,075-0056,2475-003,Soccer à 4-5,LaSalle,Sportif
2684,004-0189,2662-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2685,067-0004,0292-000,Scène,Rosemont-La Petite-Patrie,Loisirs et détente
2686,003-0199,0043-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2687,003-0164,0937-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2688,042-0063,0166-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2689,004-0095,2430-007,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2690,004-0333,0970-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2691,076-0009,0046-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2692,072-0003,2797-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2693,073-0091,0076-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2694,016-0091,0157-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2695,072-0025,1140-000,Anneau / Rond de glace,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2696,037-0008,9502-000,Grève / Plage,L'Île-Bizard-Sainte-Geneviève,Plein air
2697,071-0018,0010-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2698,076-0005,2807-000,Soccer à 7,Saint-Laurent,Sportif
2699,003-0010,2801-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
2700,003-0043,0594-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2701,050-0037,0946-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
2702,051-0004,2556-000,Patinoire réfrigérée / Basketball,Montréal-Nord,Récréatif
2703,053-0052,0157-000,Patinoire sans bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2704,055-0023,0401-000,Piscine extérieure,Villeray-Saint-Michel-Parc-Extension,Récréatif
2705,064-0006,9503-000,Rampe de mise à l'eau / descente de bateaux,Pierrefonds-Roxboro,Plein air
2706,042-0060,0159-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2707,058-0002,2818-000,Piste d'athlétisme (400m) et équipements,Saint-Laurent,Sportif
2708,016-0068,0402-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2709,042-0134,2011-000,Jeux d'eau,Anjou,Récréatif
2710,005-0026,2948-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2711,003-0474,0106-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2712,018-0112,1083-000,Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2713,003-0351,0341-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2714,089-0015,1860-010,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2715,016-0096,2893-000,Balle,Verdun,Sportif
2716,073-0081,0964-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2717,004-0203,2676-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2718,009-0010,2790-000,Aire de pique-nique,Saint-Laurent,Plein air
2719,033-0002,0341-000,Ferme,Le Sud-Ouest,Loisirs et détente
2720,055-0058,0697-000,Piscine extérieure,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2721,016-0065,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2722,076-0036,0885-000,Soccer à 7,Villeray-Saint-Michel-Parc-Extension,Sportif
2723,076-0129,0102-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
2724,003-0276,0156-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2725,064-0004,2405-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
2726,005-0024,2357-000,Aire de jeu combiné,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
2727,059-0003, ,Piste d'athlétisme (440m) et équipements,Mercier-Hochelaga-Maisonneuve,Sportif
2728,052-0062,2651-000,Patinoire avec bandes,Pierrefonds-Roxboro,Récréatif
2729,013-0008,0236-000,Aire d'exercice canin,Le Plateau-Mont-Royal,Loisirs et détente
2730,042-0096,2459-000,Jeux d'eau,LaSalle,Récréatif
2731,003-0497,2869-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
2732,072-0028,2556-000,Anneau / Rond de glace,Montréal-Nord,Loisirs et détente
2733,004-0210,2700-005,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2734,018-0098,2466-000,Basketball,LaSalle,Récréatif
2735,010-0008,0206-000,Aire de planche à roulette,Rosemont-La Petite-Patrie,Récréatif
2736,028-0002,0023-000,Croquet,Ahuntsic-Cartierville,Récréatif
2737,069-0009,9562-000,Sentier de raquette,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2738,027-0003,1820-001,Cricket,Verdun,Sportif
2739,010-0016,0159-000,Aire de planche à roulette,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2740,071-0002,2800-000,Sentier pédestre,Saint-Laurent,Plein air
2741,056-0006,1257-000,Piste cyclable,Ville-Marie,Plein air
2742,008-0001,9541-000,Aire de pêche autorisée,Ahuntsic-Cartierville,Plein air
2743,022-0001,9502-000,Boisé,L'Île-Bizard-Sainte-Geneviève,Plein air
2744,018-0045,0401-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2745,009-0038,0348-000,Aire de pique-nique,Le Sud-Ouest,Plein air
2746,072-0018,2610-000,Anneau / Rond de glace,Outremont,Loisirs et détente
2747,002-0028,1267-000,Aire de glissade,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2748,075-0038,,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2749,031-0001,3814-000,Étang / lac,Saint-Laurent,Plein air
2750,012-0009,0025-000,Aire d'entraînement pour adultes,Ahuntsic-Cartierville,Loisirs et détente
2751,089-0024,0005-000,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
2752,050-0094,2014-000,Pataugeoire,Anjou,Récréatif
2753,095-0068,0678-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2754,070-0003,9541-000,Sentier de ski de fond,Ahuntsic-Cartierville,Plein air
2755,004-0348,1262-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2756,052-0039,0202-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
2757,004-0041, ,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2758,073-0028,0950-001,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
2759,021-0023,2675-000,Bocce,Pierrefonds-Roxboro,Loisirs et détente
2760,018-0140,2855-000,Basketball,Saint-Léonard,Récréatif
2761,009-0015,2653-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2762,042-0004,2802-000,Jeux d'eau,Saint-Laurent,Récréatif
2763,016-0075,2652-000,Balle,Pierrefonds-Roxboro,Sportif
2764,052-0021, ,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2765,009-0044,2550-000,Aire de pique-nique,Montréal-Nord,Plein air
2766,003-0311,2910-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
2767,095-0040,1289-000,Pétanque,Ville-Marie,Loisirs et détente
2768,052-0036,2398-000,Patinoire avec bandes,Lachine,Récréatif
2769,016-0004,2799-000,Balle,Saint-Laurent,Sportif
2770,073-0010,0424-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2771,095-0027,0206-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
2772,005-0018,2705-000,Aire de jeu combiné,Pierrefonds-Roxboro,Aire de jeu - enfant
2773,004-0163,1289-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
2774,048-0007,0101-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2775,081-0038,2656-000,Tennis,Pierrefonds-Roxboro,Sportif
2776,071-0045,2354-000,Sentier pédestre,L'Île-Bizard-Sainte-Geneviève,Plein air
2777,004-0225,2700-006,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2778,016-0160,2858-000,Balle,Saint-Léonard,Sportif
2779,048-0004,2560-000,Palet,Montréal-Nord,Loisirs et détente
2780,074-0011,1806-200,Soccer / Football,Ville-Marie,Sportif
2781,003-0172,2621-000,Aire de jeu 18 mois à 5 ans,Outremont,Aire de jeu - enfant
2782,003-0063,0064-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2783,042-0094,2454-000,Jeux d'eau,LaSalle,Récréatif
2784,071-0049,2914-000,Sentier pédestre,Verdun,Plein air
2785,073-0054-76-S1,0166-000,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2786,070-0027,0170-000,Sentier de ski de fond,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
2787,076-0050,,Soccer à 7,Pierrefonds-Roxboro,Sportif
2788,006-0001,1267-000,Aire de jeu pour adolescents,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2789,012-0027,0698-000,Aire d'entraînement pour adultes,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
2790,081-0065,2459-000,Tennis,LaSalle,Sportif
2791,076-0149,2850-000,Soccer à 7,Saint-Léonard,Sportif
2792,073-0095,0482-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
2793,042-0114,0692-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2794,050-0021,2391-000,Pataugeoire,Lachine,Récréatif
2795,003-0123,0221-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2796,016-0033,0413-000,Balle,Ahuntsic-Cartierville,Sportif
2797,016-0049,0212-000,Balle,Rosemont-La Petite-Patrie,Sportif
2798,081-0088,0083-000,Tennis,Mercier-Hochelaga-Maisonneuve,Sportif
2799,016-0076,2653-000,Balle,Pierrefonds-Roxboro,Sportif
2800,075-0073,2853-000,Soccer à 4-5,Saint-Léonard,Sportif
2801,016-0067,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2802,031-0013,2909-000,Étang / lac,Verdun,Plein air
2803,073-0018,0011-000,Soccer à 11,Ahuntsic-Cartierville,Sportif
2804,009-0008,2817-000,Aire de pique-nique,Saint-Laurent,Plein air
2805,095-0056,0597-001,Pétanque,Le Sud-Ouest,Loisirs et détente
2806,004-0373,0921-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2807,004-0264,2903-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2808,055-0067,2002-000,Piscine extérieure,Anjou,Récréatif
2809,003-0240,2689-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2810,095-0075,0102-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2811,050-0004,2790-000,Pataugeoire,Saint-Laurent,Récréatif
2812,074-0004,2812-000,Soccer / Football,Saint-Laurent,Sportif
2813,001-0010,0401-000,Arbri soleil,Villeray-Saint-Michel-Parc-Extension,Plein air
2814,004-0451,1293-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2815,071-0015,0005-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
2816,052-0129,2852-000,Patinoire avec bandes,Saint-Léonard,Récréatif
2817,076-0007,0224-000,Soccer à 7,Le Plateau-Mont-Royal,Sportif
2818,013-0047,,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
2819,021-0006,0024-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
2820,018-0118,2564-000,Basketball,Montréal-Nord,Récréatif
2821,076-0117,0973-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
2822,048-0012,2814-000,Palet,Saint-Laurent,Loisirs et détente
2823,058-0017,1860-014,Piste d'athlétisme (400m) et équipements,Montréal-Nord,Sportif
2824,004-0261,2932-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
2825,058-0005,0206-000,Piste d'athlétisme (400m) et équipements,Rosemont-La Petite-Patrie,Sportif
2826,073-0099,0083-000,Soccer à 11 - Stade Saputo,Mercier-Hochelaga-Maisonneuve,Sportif
2827,003-0055,0224-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2828,004-0068,0411-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2829,004-0035,0046-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2830,016-0156,2854-000,Balle,Saint-Léonard,Sportif
2831,004-0418,0094-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2832,072-0014,3814-000,Anneau / Rond de glace,Saint-Laurent,Loisirs et détente
2833,081-0027,0401-000,Tennis,Villeray-Saint-Michel-Parc-Extension,Sportif
2834,076-0016,0010-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
2835,067-0008,0937-000,Scène,Villeray-Saint-Michel-Parc-Extension,Loisirs et détente
2836,016-0066,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
2837,004-0032,3805-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2838,018-0009,2811-000,Basketball,Saint-Laurent,Récréatif
2839,050-0016,0004-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
2840,003-0477,0056-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2841,087-0001,0126-000,Ultimate frisbee,Rosemont-La Petite-Patrie,Sportif
2842,004-0250,0179-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
2843,004-0383,2564-000,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
2844,089-0058,2850-000,Volleyball de plage,Saint-Léonard,Récréatif
2845,004-0315,0343-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2846,053-0064,2450-000,Patinoire sans bandes,LaSalle,Récréatif
2847,001-0011,0560-000,Arbri soleil,Ville-Marie,Plein air
2848,073-0043,2698-000,Soccer à 11,Pierrefonds-Roxboro,Sportif
2849,052-0011,2798-000,Patinoire avec bandes,Saint-Laurent,Récréatif
2850,053-0034,0402-000,Patinoire sans bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
2851,054-0020,0209-000,Ping-pong,Rosemont-La Petite-Patrie,Loisirs et détente
2852,012-0044,1215-000,Aire d'entraînement pour adultes,LaSalle,Loisirs et détente
2853,004-0425,0101-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2854,042-0142,1293-000,Jeux d'eau,Le Sud-Ouest,Récréatif
2855,018-0023,0411-000,Basketball,Ahuntsic-Cartierville,Récréatif
2856,005-0025,2919-000,Aire de jeu combiné,Verdun,Aire de jeu - enfant
2857,018-0141,2858-000,Basketball,Saint-Léonard,Récréatif
2858,004-0320,0260-002,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
2859,073-0057,0157-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2860,095-0054,0348-000,Pétanque,Le Sud-Ouest,Loisirs et détente
2861,003-0153,0401-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2862,071-0028,2413-000,Sentier pédestre,Lachine,Plein air
2863,016-0114,0256-000,Balle,Le Sud-Ouest,Sportif
2864,052-0016,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2865,004-0338,0969-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2866,008-0003,2414-000,Aire de pêche autorisée,Lachine,Plein air
2867,003-0052,0068-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2868,013-0026,0161-000,Aire d'exercice canin,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
2869,003-0195,0226-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
2870,010-0012,2614-000,Aire de planche à roulette,Outremont,Récréatif
2871,065-0007,0908-000,Patinoire 4 saisons,Ville-Marie,Récréatif
2872,075-0003,2812-000,Soccer à 4-5,Saint-Laurent,Sportif
2873,055-0048,2464-000,Piscine extérieure,LaSalle,Récréatif
2874,016-0039,2398-000,Balle,Lachine,Sportif
2875,050-0093,2012-000,Pataugeoire,Anjou,Récréatif
2876,071-0053,9562-000,Sentier pédestre,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2877,004-0221,2729-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2878,042-0126,0188-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
2879,076-0066,0156-000,Soccer à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
2880,009-0023,9501-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2881,016-0022,0024-000,Balle,Ahuntsic-Cartierville,Sportif
2882,003-0427,1122-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2883,016-0077,2656-000,Balle,Pierrefonds-Roxboro,Sportif
2884,053-0024,0212-000,Patinoire sans bandes,Rosemont-La Petite-Patrie,Récréatif
2885,052-0117,0094-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
2886,052-0023,0931-000,Patinoire avec bandes,Ahuntsic-Cartierville,Récréatif
2887,052-0018,0236-000,Patinoire avec bandes,Le Plateau-Mont-Royal,Récréatif
2888,076-0083, ,Soccer à 7,LaSalle,Sportif
2889,070-0029,9562-000,Sentier de ski de fond,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
2890,053-0067,0260-002,Patinoire sans bandes,Le Sud-Ouest,Récréatif
2891,004-0050,0337-000,Aire de jeu  5 à 12 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2892,002-0032,2009-000,Aire de glissade,Anjou,Loisirs et détente
2893,032-0011,0376-000,Fer / Galet,Le Sud-Ouest,Loisirs et détente
2894,076-0049,2669-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
2895,076-0042,2601-000,Soccer à 7,Outremont,Sportif
2896,049-0023,0256-000,Pastille - Basketball,Le Sud-Ouest,Récréatif
2897,063-0016,2550-000,Quai,Montréal-Nord,Plein air
2898,055-0026,1806-006,Piscine extérieure,Ville-Marie,Récréatif
2899,016-0105,2466-000,Balle,LaSalle,Sportif
2900,004-0141,0943-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
2901,016-0054,0220-000,Balle,Rosemont-La Petite-Patrie,Sportif
2902,009-0012,0219-000,Aire de pique-nique,Rosemont-La Petite-Patrie,Plein air
2903,004-0024,2817-000,Aire de jeu  5 à 12 ans,Saint-Laurent,Aire de jeu - enfant
2904,042-0100,2484-000,Jeux d'eau,LaSalle,Récréatif
2905,053-0021,2398-000,Patinoire sans bandes,Lachine,Récréatif
2906,018-0126, ,Basketball,Mercier-Hochelaga-Maisonneuve,Récréatif
2907,048-0002,2452-000,Palet,LaSalle,Loisirs et détente
2908,004-0423,0059-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2909,016-0078,2656-000,Balle,Pierrefonds-Roxboro,Sportif
2910,003-0470,0098-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2911,002-0024,0345-000,Aire de glissade,Le Sud-Ouest,Loisirs et détente
2912,016-0130,2551-000,Balle,Montréal-Nord,Sportif
2913,042-0064,0509-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
2914,003-0491,2011-000,Aire de jeu 18 mois à 5 ans,Anjou,Aire de jeu - enfant
2915,003-0050,0340-000,Aire de jeu 18 mois à 5 ans,Le Plateau-Mont-Royal,Aire de jeu - enfant
2916,056-0011,9503-000,Piste cyclable,Pierrefonds-Roxboro,Plein air
2917,057-0002, ,Piste d'athlétisme (200m) et équipements,Outremont,Sportif
2918,075-0029,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2919,052-0032,2391-000,Patinoire avec bandes,Lachine,Récréatif
2920,075-0035,2675-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
2921,002-0013,0212-000,Aire de glissade,Rosemont-La Petite-Patrie,Loisirs et détente
2922,063-0003,2414-000,Quai,Lachine,Plein air
2923,018-0054,0409-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
2924,004-0090,2419-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
2925,071-0027,2405-000,Sentier pédestre,Lachine,Plein air
2926,076-0012,1860-010,Soccer à 7,Ahuntsic-Cartierville,Sportif
2927,012-0038,1266-000,Aire d'entraînement pour adultes,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2928,003-0357,0265-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
2929,016-0047,0209-000,Balle,Rosemont-La Petite-Patrie,Sportif
2930,074-0009,0409-000,Soccer / Football,Villeray-Saint-Michel-Parc-Extension,Sportif
2931,003-0457,0097-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
2932,049-0024,0970-000,Pastille - Basketball,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
2933,009-0016,2656-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
2934,004-0060,0931-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
2935,073-0007,2813-000,Soccer à 11,Saint-Laurent,Sportif
2936,004-0336,0920-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
2937,052-0092,2459-000,Patinoire avec bandes,LaSalle,Récréatif
2938,003-0126,0879-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
2939,050-0030,0212-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
2940,095-0076,0057-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
2941,003-0241,2727-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2942,003-0204,2654-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
2943,097-0002,1269-000,Fontaine,Ville-Marie,Récréatif
2944,001-0017,2565-000,Arbri soleil,Montréal-Nord,Plein air
2945,071-0050,1215-000,Sentier pédestre,LaSalle,Plein air
2946,095-0050,2898-000,Pétanque,Verdun,Loisirs et détente
