OBJECTID,ID,INDEX_PARC,NOM,ARROND,TYPE
1135,048-0005,0110-000,Palet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1136,075-0032,2722-000,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1137,003-0120,0241-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1138,053-0045,0909-000,Patinoire sans bandes,Ville-Marie,Récréatif
1139,085-0001,9502-000,Traversier,L'Île-Bizard-Sainte-Geneviève,Plein air
1140,076-0137,0088-000,Soccer à 7,Mercier-Hochelaga-Maisonneuve,Sportif
1141,021-0045,0482-000,Bocce,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1142,016-0040,2398-000,Balle,Lachine,Sportif
1143,003-0085,0020-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1144,004-0117,0127-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1145,003-0081,0002-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1146,086-0001,1806-117,Tyrolienne,Ville-Marie,Plein air
1147,004-0359,0866-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1148,022-0005,2858-000,Boisé,Saint-Léonard,Plein air
1149,095-0081,0077-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1150,003-0203,2653-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1151,003-0424,0921-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1152,063-0017,0121-000,Quai,Mercier-Hochelaga-Maisonneuve,Plein air
1153,052-0119,0059-000,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1154,053-0070,0961-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1155,016-0118,0961-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1156,032-0018,0088-000,Fer / Galet,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1157,052-0083,0158-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1158,052-0046,0219-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1159,042-0109,0687-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1160,003-0112,2424-000,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1161,021-0004,0025-000,Bocce,Ahuntsic-Cartierville,Loisirs et détente
1162,001-0008,2394-000,Arbri soleil,Lachine,Plein air
1163,095-0067,0679-000,Pétanque,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1164,003-0418,1106-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1165,069-0006,9502-000,Sentier de raquette,L'Île-Bizard-Sainte-Geneviève,Plein air
1166,003-0426,0695-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1167,055-0007,2807-000,Piscine extérieure,Saint-Laurent,Récréatif
1168,003-0073,0459-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1169,001-0022,2007-000,Arbri soleil,Anjou,Plein air
1170,009-0022,9503-000,Aire de pique-nique,Pierrefonds-Roxboro,Plein air
1171,099-0001,1273-000,Patinoire d'improvisation,Rosemont-La Petite-Patrie,Loisirs et détente
1172,073-0058, ,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1173,052-0012,3814-000,Patinoire avec bandes,Saint-Laurent,Récréatif
1174,004-0444,2853-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1175,004-0161,0908-000,Aire de jeu  5 à 12 ans,Ville-Marie,Aire de jeu - enfant
1176,003-0213,2722-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1177,018-0059,0908-000,Basketball,Ville-Marie,Récréatif
1178,001-0002,2808-000,Arbri soleil,Saint-Laurent,Plein air
1179,074-0004-76-S1,2812-000,Soccer sous-terrain à 7,Saint-Laurent,Sportif
1180,004-0114,0219-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1181,003-0383,0961-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1182,016-0116,0376-000,Balle,Le Sud-Ouest,Sportif
1183,032-0010,0260-002,Fer / Galet,Le Sud-Ouest,Loisirs et détente
1184,018-0062,0043-000,Basketball,Ville-Marie,Récréatif
1185,013-0034,0364-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
1186,075-0059,0875-000,Soccer à 4-5,Le Sud-Ouest,Sportif
1187,012-0018,0170-000,Aire d'entraînement pour adultes,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1188,052-0052,0401-000,Patinoire avec bandes,Villeray-Saint-Michel-Parc-Extension,Récréatif
1189,016-0046,0209-000,Balle,Rosemont-La Petite-Patrie,Sportif
1190,004-0343,0978-000,Aire de jeu  5 à 12 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1191,042-0083,2912-000,Jeux d'eau,Verdun,Récréatif
1192,028-0001,0459-000,Croquet,Ahuntsic-Cartierville,Récréatif
1193,048-0001,2451-000,Palet,LaSalle,Loisirs et détente
1194,050-0032,0219-000,Pataugeoire,Rosemont-La Petite-Patrie,Récréatif
1195,072-0022,2919-000,Anneau / Rond de glace,Verdun,Loisirs et détente
1196,003-0025,2817-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1197,048-0003,2454-000,Palet,LaSalle,Loisirs et détente
1198,018-0086,2893-000,Basketball,Verdun,Récréatif
1199,016-0092,0172-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1200,052-0131,2853-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1201,003-0163,0952-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1202,063-0006,8520-000,Quai,Lachine,Plein air
1203,016-0153,2011-000,Balle,Anjou,Sportif
1204,004-0084,0013-000,Aire de jeu  5 à 12 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1205,003-0278,0509-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1206,003-0290,0139-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1207,071-0033,1810-200,Sentier pédestre,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
1208,004-0193,2719-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1209,052-0101,0376-000,Patinoire avec bandes,Le Sud-Ouest,Récréatif
1210,004-0247,0161-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1211,073-0025,0209-000,Soccer à 11,Rosemont-La Petite-Patrie,Sportif
1212,072-0019,2656-000,Anneau / Rond de glace,Pierrefonds-Roxboro,Loisirs et détente
1213,042-0042,0407-000,Jeux d'eau,Villeray-Saint-Michel-Parc-Extension,Récréatif
1214,064-0003,2403-000,Rampe de mise à l'eau / descente de bateaux,Lachine,Plein air
1215,003-0315,2930-000,Aire de jeu 18 mois à 5 ans,Verdun,Aire de jeu - enfant
1216,004-0249,0139-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1217,076-0156,2855-000,Soccer à 7,Saint-Léonard,Sportif
1218,071-0052,0341-000,Sentier pédestre,Le Sud-Ouest,Plein air
1219,003-0093,0011-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1220,016-0119,0961-000,Balle,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1221,094-0001,1806-117,Hébertisme urbain,Ville-Marie,Récréatif
1222,004-0393, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1223,052-0123, ,Patinoire avec bandes,Anjou,Récréatif
1224,003-0187,0225-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1225,018-0022,0004-000,Basketball,Ahuntsic-Cartierville,Récréatif
1226,003-0336,2475-001,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1227,076-0080,2442-000,Soccer à 7,LaSalle,Sportif
1228,018-0096,2464-000,Basketball,LaSalle,Récréatif
1229,012-0045,2662-000,Aire d'entraînement pour adultes,Pierrefonds-Roxboro,Loisirs et détente
1230,020-0020,1188-000,Belvédère,Rivière-des-Prairies-Pointe-aux-Trembles,Loisirs et détente
1231,003-0339,2460-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1232,009-0030,0157-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
1233,004-0396, ,Aire de jeu  5 à 12 ans,Montréal-Nord,Aire de jeu - enfant
1234,003-0369,0345-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1235,003-0147,0936-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1236,003-0097,2430-001,Aire de jeu 18 mois à 5 ans,Lachine,Aire de jeu - enfant
1237,020-0017,2922-000,Belvédère,Verdun,Loisirs et détente
1238,004-0317,0518-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1239,050-0047,2663-000,Pataugeoire,Pierrefonds-Roxboro,Récréatif
1240,021-0063,0211-000,Bocce,Rosemont-La Petite-Patrie,Loisirs et détente
1241,021-0033,0345-000,Bocce,Le Sud-Ouest,Loisirs et détente
1242,052-0043,0209-000,Patinoire avec bandes,Rosemont-La Petite-Patrie,Récréatif
1243,055-0051,2468-000,Piscine extérieure,LaSalle,Récréatif
1244,003-0459,0188-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1245,042-0066,0138-000,Jeux d'eau,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1246,095-0093,2009-000,Pétanque,Anjou,Loisirs et détente
1247,048-0014,0411-000,Palet,Ahuntsic-Cartierville,Loisirs et détente
1248,003-0230,2679-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1249,053-0044,0225-000,Patinoire sans bandes,Ville-Marie,Récréatif
1250,016-0112,0260-002,Balle,Le Sud-Ouest,Sportif
1251,004-0205,2679-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1252,003-0432, ,Aire de jeu 18 mois à 5 ans,Montréal-Nord,Aire de jeu - enfant
1253,004-0188,2722-000,Aire de jeu  5 à 12 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1254,013-0035,0345-000,Aire d'exercice canin,Le Sud-Ouest,Loisirs et détente
1255,053-0063,2944-000,Patinoire sans bandes,Verdun,Récréatif
1256,009-0013,1257-000,Aire de pique-nique,Ville-Marie,Plein air
1257,004-0313,1078-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1258,049-0021,2462-000,Pastille - Basketball,LaSalle,Récréatif
1259,055-0028,0391-000,Piscine extérieure,Ville-Marie,Récréatif
1260,017-0001,0256-000,Balle au mur,Le Sud-Ouest,Récréatif
1261,055-0043,2904-000,Piscine extérieure,Verdun,Récréatif
1262,028-0010,0088-000,Croquet,Mercier-Hochelaga-Maisonneuve,Récréatif
1263,088-0001,0952-000,Volleyball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1264,031-0011,0391-000,Étang / lac,Ville-Marie,Plein air
1265,081-0078,4107-002,Tennis,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1266,004-0285,2450-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1267,081-0053,0161-000,Tennis,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1268,003-0143,0948-000,Aire de jeu 18 mois à 5 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1269,047-0001,0146-000,Netball,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1270,003-0075,0023-000,Aire de jeu 18 mois à 5 ans,Ahuntsic-Cartierville,Aire de jeu - enfant
1271,021-0029,0173-000,Bocce,Côte-des-Neiges-Notre-Dame-de-Grâce,Loisirs et détente
1272,004-0096,2394-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1273,071-0051,2448-000,Sentier pédestre,LaSalle,Plein air
1274,050-0035,0936-000,Pataugeoire,Villeray-Saint-Michel-Parc-Extension,Récréatif
1275,071-0009,9541-000,Sentier pédestre,Ahuntsic-Cartierville,Plein air
1276,042-0136,2851-000,Jeux d'eau,Saint-Léonard,Récréatif
1277,010-0023,0725-000,Aire de planche à roulette,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1278,010-0001,2812-000,Aire de planche à roulette,Saint-Laurent,Récréatif
1279,009-0041,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1280,003-0466,0094-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1281,003-0394,1156-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1282,018-0015,3814-000,Basketball,Saint-Laurent,Récréatif
1283,003-0261,2371-000,Aire de jeu 18 mois à 5 ans,L'Île-Bizard-Sainte-Geneviève,Aire de jeu - enfant
1284,004-0231,0146-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1285,004-0147,0938-000,Aire de jeu  5 à 12 ans,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1286,004-0282,2444-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1287,095-0026,0212-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1288,042-0006,2806-000,Jeux d'eau,Saint-Laurent,Récréatif
1289,003-0356,0276-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1290,003-0244,2714-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1291,042-0129,0098-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1292,070-0030,9562-000,Sentier de ski de fond,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1293,027-0002,1820-001,Cricket,Verdun,Sportif
1294,075-0036,2700-005,Soccer à 4-5,Pierrefonds-Roxboro,Sportif
1295,003-0287,0173-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1296,016-0062,0401-000,Balle,Villeray-Saint-Michel-Parc-Extension,Sportif
1297,049-0007,0012-000,Pastille - Basketball,Ahuntsic-Cartierville,Récréatif
1298,012-0003,3814-000,Aire d'entraînement pour adultes,Saint-Laurent,Loisirs et détente
1299,003-0506,2859-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1300,051-0005,0004-000,Patinoire réfrigérée / Basketball,Ahuntsic-Cartierville,Récréatif
1301,043-0002,8520-000,Marina,Lachine,Plein air
1302,018-0043,0941-000,Basketball,Villeray-Saint-Michel-Parc-Extension,Récréatif
1303,095-0037,0187-000,Pétanque,Rosemont-La Petite-Patrie,Loisirs et détente
1304,004-0112,0879-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1305,073-0082,0699-000,Soccer à 11,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1306,095-0077,0057-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1307,055-0031,2730-018,Piscine extérieure,Pierrefonds-Roxboro,Récréatif
1308,008-0012,9502-000,Aire de pêche autorisée,L'Île-Bizard-Sainte-Geneviève,Plein air
1309,003-0013,2804-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1310,076-0123,2555-000,Soccer à 7,Montréal-Nord,Sportif
1311,016-0056,0207-000,Balle,Rosemont-La Petite-Patrie,Sportif
1312,018-0016, ,Basketball,Le Plateau-Mont-Royal,Récréatif
1313,076-0018,0012-000,Soccer à 7,Ahuntsic-Cartierville,Sportif
1314,003-0413,0983-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1315,052-0133,2858-000,Patinoire avec bandes,Saint-Léonard,Récréatif
1316,042-0130,0088-000,Jeux d'eau,Mercier-Hochelaga-Maisonneuve,Récréatif
1317,042-0110,0694-000,Jeux d'eau,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1318,081-0031,2606-000,Tennis,Outremont,Sportif
1319,081-0079,0974-000,Tennis,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1320,072-0031,0236-000,Anneau / Rond de glace,Le Plateau-Mont-Royal,Loisirs et détente
1321,052-0097,0354-000,Patinoire avec bandes,Le Sud-Ouest,Récréatif
1322,059-0002,0146-000,Piste d'athlétisme (440m) et équipements,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1323,050-0001,2811-000,Pataugeoire,Saint-Laurent,Récréatif
1324,004-0094,2398-000,Aire de jeu  5 à 12 ans,Lachine,Aire de jeu - enfant
1325,034-0001, ,Football,Saint-Laurent,Sportif
1326,004-0428,0088-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1327,050-0042,2605-000,Pataugeoire,Outremont,Récréatif
1328,073-0032,0401-000,Soccer à 11,Villeray-Saint-Michel-Parc-Extension,Sportif
1329,070-0009, ,Sentier de ski de fond,Lachine,Plein air
1330,004-0283, ,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1331,004-0411,0105-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1332,004-0284,2449-000,Aire de jeu  5 à 12 ans,LaSalle,Aire de jeu - enfant
1333,070-0012,2404-000,Sentier de ski de fond,Lachine,Plein air
1334,053-0018,2392-000,Patinoire sans bandes,Lachine,Récréatif
1335,095-0024,2415-000,Pétanque,Lachine,Loisirs et détente
1336,016-0038,2396-000,Balle,Lachine,Sportif
1337,081-0022, ,Tennis,Rosemont-La Petite-Patrie,Sportif
1338,052-0113,2560-000,Patinoire avec bandes,Montréal-Nord,Récréatif
1339,004-0101,0202-000,Aire de jeu  5 à 12 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1340,003-0348,2468-000,Aire de jeu 18 mois à 5 ans,LaSalle,Aire de jeu - enfant
1341,081-0055,2893-000,Tennis,Verdun,Sportif
1342,003-0217,2663-000,Aire de jeu 18 mois à 5 ans,Pierrefonds-Roxboro,Aire de jeu - enfant
1343,009-0036,2448-000,Aire de pique-nique,LaSalle,Plein air
1344,089-0023,1860-012,Volleyball de plage,Ahuntsic-Cartierville,Récréatif
1345,004-0448,2857-000,Aire de jeu  5 à 12 ans,Saint-Léonard,Aire de jeu - enfant
1346,028-0009,0101-000,Croquet,Mercier-Hochelaga-Maisonneuve,Récréatif
1347,016-0134,0119-000,Balle,Mercier-Hochelaga-Maisonneuve,Sportif
1348,013-0014,0219-000,Aire d'exercice canin,Rosemont-La Petite-Patrie,Loisirs et détente
1349,003-0115,0244-000,Aire de jeu 18 mois à 5 ans,Rosemont-La Petite-Patrie,Aire de jeu - enfant
1350,074-0016-76-S2,1860-024,Soccer sous-terrain à 7,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1351,050-0005,2795-000,Pataugeoire,Saint-Laurent,Récréatif
1352,042-0156,0205-000,Jeux d'eau,Rosemont-La Petite-Patrie,Récréatif
1353,003-0360,0378-000,Aire de jeu 18 mois à 5 ans,Le Sud-Ouest,Aire de jeu - enfant
1354,076-0048,2669-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1355,052-0121, ,Patinoire avec bandes,Mercier-Hochelaga-Maisonneuve,Récréatif
1356,095-0088,0109-000,Pétanque,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1357,003-0395,0686-000,Aire de jeu 18 mois à 5 ans,Rivière-des-Prairies-Pointe-aux-Trembles,Aire de jeu - enfant
1358,003-0277,0509-000,Aire de jeu 18 mois à 5 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1359,012-0040,2856-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
1360,042-0075,2926-000,Jeux d'eau,Verdun,Récréatif
1361,004-0252,2893-000,Aire de jeu  5 à 12 ans,Verdun,Aire de jeu - enfant
1362,075-0063,2555-000,Soccer à 4-5,Montréal-Nord,Sportif
1363,009-0043,9562-000,Aire de pique-nique,Rivière-des-Prairies-Pointe-aux-Trembles,Plein air
1364,021-0050,2017-000,Bocce,Anjou,Loisirs et détente
1365,052-0078,0166-000,Patinoire avec bandes,Côte-des-Neiges-Notre-Dame-de-Grâce,Récréatif
1366,042-0014,3814-000,Jeux d'eau,Saint-Laurent,Récréatif
1367,050-0058,0348-000,Pataugeoire,Le Sud-Ouest,Récréatif
1368,049-0020,2458-000,Pastille - Basketball,LaSalle,Récréatif
1369,004-0322,0312-000,Aire de jeu  5 à 12 ans,Le Sud-Ouest,Aire de jeu - enfant
1370,076-0145,2014-000,Soccer à 7,Anjou,Sportif
1371,003-0505,2862-000,Aire de jeu 18 mois à 5 ans,Saint-Léonard,Aire de jeu - enfant
1372,058-0008,2662-000,Piste d'athlétisme (400m) et équipements,Pierrefonds-Roxboro,Sportif
1373,062-0002,0121-000,Plancher de danse,Mercier-Hochelaga-Maisonneuve,Loisirs et détente
1374,076-0047,2668-000,Soccer à 7,Pierrefonds-Roxboro,Sportif
1375,050-0015,0018-000,Pataugeoire,Ahuntsic-Cartierville,Récréatif
1376,073-0096,0495-000,Soccer à 11,Mercier-Hochelaga-Maisonneuve,Sportif
1377,034-0009,2469-000,Football,LaSalle,Sportif
1378,055-0047,2460-000,Piscine extérieure,LaSalle,Récréatif
1379,005-0001,0586-000,Aire de jeu combiné,Villeray-Saint-Michel-Parc-Extension,Aire de jeu - enfant
1380,095-0071, ,Pétanque,Montréal-Nord,Loisirs et détente
1381,050-0064,0697-000,Pataugeoire,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1382,018-0004,2798-000,Basketball,Saint-Laurent,Récréatif
1383,004-0237,0509-000,Aire de jeu  5 à 12 ans,Côte-des-Neiges-Notre-Dame-de-Grâce,Aire de jeu - enfant
1384,049-0022,0342-000,Pastille - Basketball,Le Sud-Ouest,Récréatif
1385,009-0033,0137-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
1386,073-0055,0156-000,Soccer à 11,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1387,016-0005,2808-000,Balle,Saint-Laurent,Sportif
1388,003-0471,0059-000,Aire de jeu 18 mois à 5 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1389,003-0193,0385-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1390,076-0095,0279-000,Soccer à 7,Le Sud-Ouest,Sportif
1391,016-0163,0207-000,Balle,Rosemont-La Petite-Patrie,Sportif
1392,053-0074,0708-000,Patinoire sans bandes,Rivière-des-Prairies-Pointe-aux-Trembles,Récréatif
1393,076-0107,0978-000,Soccer à 7,Rivière-des-Prairies-Pointe-aux-Trembles,Sportif
1394,009-0028,0166-000,Aire de pique-nique,Côte-des-Neiges-Notre-Dame-de-Grâce,Plein air
1395,018-0013,2817-000,Basketball,Saint-Laurent,Récréatif
1396,004-0404,0493-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1397,012-0057,2853-000,Aire d'entraînement pour adultes,Saint-Léonard,Loisirs et détente
1398,050-0080,0097-000,Pataugeoire,Mercier-Hochelaga-Maisonneuve,Récréatif
1399,003-0200,0593-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
1400,003-0032,3791-000,Aire de jeu 18 mois à 5 ans,Saint-Laurent,Aire de jeu - enfant
1401,073-0046-76-S2,2675-000,Soccer sous-terrain à 7,Pierrefonds-Roxboro,Sportif
1402,004-0403,0482-000,Aire de jeu  5 à 12 ans,Mercier-Hochelaga-Maisonneuve,Aire de jeu - enfant
1403,016-0088,0146-000,Balle,Côte-des-Neiges-Notre-Dame-de-Grâce,Sportif
1404,003-0191,0386-000,Aire de jeu 18 mois à 5 ans,Ville-Marie,Aire de jeu - enfant
